title,location,building_location1,building_location2,area,direction,type,description,price
浦江东旭公寓(669弄1-109号),浦东,高行,浦江东旭公寓(669弄1-109号),71,南,2室1厅1卫,SH1706193216006520832,5000
真北新村三街坊,普陀,真如,真北新村三街坊,58,南,1室1厅1卫,SH1707260430830796800,4800
梅泉别墅,长宁,新华路,梅泉别墅,24,南,1室0厅1卫,SH1707328497975820288,5000
宋家滩小区,普陀,长风,宋家滩小区,27,西南,1室1厅1卫,SH1707395933873897472,4900
东南新村(浦东),浦东,陆家嘴,东南新村(浦东),32,南,1室1厅1卫,SH1706231483376599040,4900
君莲新城广润苑,闵行,颛桥,君莲新城广润苑,60,南,2室1厅1卫,SH1686665553126621184,4900
心圆西苑,浦东,川沙,心圆西苑,98,南,4室1厅1卫,SH1679033364171980800,4800
象屿上海年华,松江,莘闵别墅,象屿上海年华,80,南 北,2室1厅1卫,SH1686725535318671360,5000
栖山路1861弄,浦东,金杨,栖山路1861弄,42,南,1室1厅1卫,SH1687019728331079680,5000
长青坊,徐汇,康健,长青坊,50,南 北,1室1厅1卫,SH1680817648180396032,4900
康桥水都(公寓),宝山,杨行,康桥水都(公寓),99,南,2室2厅1卫,SH1688820907809701888,5000
真北路1143弄,普陀,长征,真北路1143弄,56,南,2室1厅1卫,SH1682670685752655872,4800
民乐小区,松江,松江老城,民乐小区,119,南,3室2厅1卫,SH1689863431647133696,5000
江阴路134号,黄浦,人民广场,江阴路134号,15,南,1室1厅1卫,SH2796302749745291264,4800
长乐路1242号,静安,静安寺,长乐路1242号,21,南,1室1厅1卫,SH2743400733679558656,5000
同盛嘉园,宝山,杨行,同盛嘉园,91,南 北,2室2厅1卫,SH1681168076881526784,5100
通河六村,宝山,通河,通河六村,70,南,2室1厅1卫,SH1681637103336685568,5000
大发融悦,青浦,盈浦,大发融悦,89,东南,3室1厅1卫,SH1674416772972806144,5050
心圆西苑,浦东,川沙,心圆西苑,98,南,4室1厅1卫,SH1679033364171980800,4800
栖山路1861弄,浦东,金杨,栖山路1861弄,42,南,1室1厅1卫,SH1687019728331079680,5000
卓越时代广场,宝山,共康,卓越时代广场,59,南,1室2厅1卫,SH1687409012980580352,4800
康乐小区(徐汇),徐汇,康健,康乐小区(徐汇),37,南,1室1厅1卫,SH1688869297721442304,4800
百花村,长宁,新华路,百花村,35,南,1室1厅1卫,SH1689135801520095232,5000
陈家宅小区(浦东大道),浦东,金桥,陈家宅小区(浦东大道),60,南,2室1厅1卫,SH1689176696898453504,5000
制造局路779-781号,黄浦,世博滨江,制造局路779-781号,14,东,1室1厅1卫,SH1682694347885117440,4800
国和二村,杨浦,中原,国和二村,52,东南,2室1厅1卫,SH1706510495235702784,4800
联丰新苑,浦东,杨思前滩,联丰新苑,42,南,1室1厅1卫,SH1706567457319157760,4900
茂盛花苑,闵行,七宝,茂盛花苑,57,南,2室1厅1卫,SH1706608790922592256,5000
龙潭小区,静安,阳城,龙潭小区,35,南,1室0厅1卫,SH1706655993099714560,4800
乾溪新村,宝山,大场镇,乾溪新村,58,南,2室1厅1卫,SH1706620159751356416,4800
彭五小区,静安,彭浦,彭五小区,46,南,2室1厅1卫,SH1709170857240166400,4800
上坤公园天地,宝山,顾村,上坤公园天地,48,南 北,3室2厅2卫,SH1675733370660716544,5000
襄阳北路66弄,徐汇,衡山路,襄阳北路66弄,24,南,1室1厅1卫,SH1675806129218650112,5000
前进小区,虹口,北外滩,前进小区,35,南,1室0厅1卫,SH1676133546911072256,5000
荣盛名邸(公寓),松江,莘闵别墅,荣盛名邸(公寓),92,南,2室2厅1卫,SH1676504960335872000,5000
巨西小区,浦东,梅园,巨西小区,35,南,1室1厅1卫,SH1676477315921477632,4800
圣和圣广场丽晶馆,静安,西藏北路,圣和圣广场丽晶馆,43,北,2室1厅1卫,SH1676840509361881088,5000
丰庄十四街坊,嘉定,丰庄,丰庄十四街坊,74,南,2室1厅1卫,SH1677595601555947520,5000
匡巷二村,嘉定,江桥,匡巷二村,90,南,2室2厅1卫,SH1677963646589730816,5000
盛安家园,虹口,江湾镇,盛安家园,62,南,1室1厅1卫,SH1677962371760390144,5000
临沂二村,浦东,南码头,临沂二村,57,南,2室1厅1卫,SH2866828076258697216,5100
鼎鑫名流世家,浦东,川沙,鼎鑫名流世家,92,南,2室2厅1卫,SH1668606968895373312,5000
金地格林世界(城市公馆),嘉定,南翔,金地格林世界(城市公馆),72,南,1室2厅1卫,SH1669541228158386176,4800
上中西路767弄,闵行,梅陇,上中西路767弄,55,南,2室1厅1卫,SH1669588723177619456,5000
平江路49弄,徐汇,斜土路,平江路49弄,32,南,1室1厅1卫,SH1677159774300405760,4800
大华二村,宝山,大华,大华二村,52,南,1室1厅1卫,SH1677589140813643776,4800
虹桥博雅苑,闵行,华漕,虹桥博雅苑,89,南,2室2厅1卫,SH1677602370629926912,5000
紫薇茗庭,松江,泗泾,紫薇茗庭,84,南,4室1厅2卫,SH1671375744963444736,5000
凤城三村东区,杨浦,控江路,凤城三村东区,50,南,2室0厅1卫,SH1671345532276047872,5000
新泾一村,长宁,北新泾,新泾一村,38,南 北,1室1厅1卫,SH1666288454339657728,5000
共康五村,宝山,共康,共康五村,65,南 北,2室1厅1卫,SH1667487765941452800,4800
独立时代,黄浦,蓬莱公园,独立时代,31,西,1室1厅1卫,SH1668480508427763712,4800
保集欧郡,宝山,杨行,保集欧郡,94,南,2室1厅1卫,SH1672236446951407616,5000
西谈家渡路109弄,普陀,武宁,西谈家渡路109弄,53,南,2室1厅1卫,SH1678415845631459328,5000
西康路828号,静安,江宁路,西康路828号,30,西南,1室1厅1卫,SH1669621435288518656,4800
馨昌佳苑,闵行,华漕,馨昌佳苑,63,南,1室1厅1卫,SH1675355728581230592,4770
卓越时代广场,宝山,共康,卓越时代广场,59,南,1室2厅1卫,SH1687409012980580352,4800
长虹小区,长宁,新华路,长虹小区,34,南,1室0厅1卫,SH1677991709977346048,5100
乾溪新村,宝山,大场镇,乾溪新村,67,南,2室1厅1卫,SH1678048878596718592,4900
长桥四村,徐汇,长桥,长桥四村,48,南,1室1厅1卫,SH1678260751262810112,5000
新虹桥首府(公寓),松江,九亭,新虹桥首府(公寓),69,南,1室1厅1卫,SH1678391761237442560,5000
君莲新城广润苑,闵行,颛桥,君莲新城广润苑,60,南,2室1厅1卫,SH1686665553126621184,4900
新泾三村,长宁,北新泾,新泾三村,41,南,1室0厅1卫,SH1678701494213279744,5000
华欣家园,徐汇,华泾,华欣家园,55,南,2室1厅1卫,SH1686977788650717184,4800
心圆西苑,浦东,川沙,心圆西苑,98,南,4室1厅1卫,SH1679033364171980800,4800
象屿上海年华,松江,莘闵别墅,象屿上海年华,80,南 北,2室1厅1卫,SH1686725535318671360,5000
斜土新村,黄浦,打浦桥,斜土新村,29,北,1室0厅1卫,SH1678741843845578752,5000
杨泰公寓,宝山,杨行,杨泰公寓,87,南,2室2厅1卫,SH1688469022472929280,5000
西南小区,虹口,曲阳,西南小区,29,南,1室0厅1卫,SH1682006029451132928,4800
榆林路250号,杨浦,东外滩,榆林路250号,33,南,1室1厅1卫,SH1689141637512429568,5000
澜茵华庭,嘉定,江桥,澜茵华庭,80,南 北,3室1厅1卫,SH1682756303413313536,5000
薇馨家园,闵行,春申,薇馨家园,77,南,2室1厅1卫,SH1681491172410785792,5000
祥和花苑(公寓),松江,松江新城,祥和花苑(公寓),135,南 北,3室2厅2卫,SH1681510410743709696,5000
佳木斯路185弄,杨浦,黄兴公园,佳木斯路185弄,40,南,1室1厅1卫,SH1680850709337079808,4800
丽园路574弄,黄浦,五里桥,丽园路574弄,32,北,1室1厅1卫,SH1680829807299919872,4900
渭南苑,杨浦,东外滩,渭南苑,42,南,2室0厅1卫,SH1681200872979169280,5000
普铁新村,静安,不夜城,普铁新村,39,南,1室1厅1卫,SH1681623627331534848,4900
南杨小区南区,浦东,杨思前滩,南杨小区南区,52,南 北,2室1厅1卫,SH1681653638511984640,5000
成亿宝盛家苑,宝山,顾村,成亿宝盛家苑,96,南 北,2室1厅1卫,SH1681659677324083200,5000
龙湖郦城,嘉定,嘉定新城,龙湖郦城,88,南,2室2厅1卫,SH1681949179670167552,4800
翠苑(西区),青浦,朱家角,翠苑(西区),125,南,3室2厅2卫,SH1681903137364901888,5000
中骏御景台,青浦,朱家角,中骏御景台,150,南 北,3室2厅2卫,SH1674735791919595520,5000
绿地海悦,静安,西藏北路,绿地海悦,42,西北,1室1厅1卫,SH1688508661275557888,4900
馨良苑,宝山,高境,馨良苑,69,南 北,2室2厅1卫,SH1713443408250404864,4800
绿茵苑(浦东),浦东,杨思前滩,绿茵苑(浦东),62,南,1室1厅1卫,SH1711657702179995648,5000
新城金郡,嘉定,嘉定新城,新城金郡,89,南 北,2室2厅1卫,SH1711728507362476032,4800
天山二村,长宁,中山公园,天山二村,29,南,1室0厅1卫,SH1715594237518544896,5000
春申府邸,闵行,莘庄南广场,春申府邸,57,南,1室1厅1卫,SH1665226923371921408,5050
三航小区,浦东,梅园,三航小区,35,南 北,1室1厅1卫,SH1705533370861092864,5000
临沂六村,浦东,南码头,临沂六村,37,南,1室1厅1卫,SH2623808487699775488,5000
罗阳七村(三洲花园),闵行,梅陇,罗阳七村(三洲花园),70,南,2室1厅1卫,SH1699615761347117056,4800
绿地蔷薇九里(公寓),松江,松江大学城,绿地蔷薇九里(公寓),91,南,3室2厅1卫,SH1698263921913233408,4950
光辉小区,浦东,梅园,光辉小区,48,南,2室1厅1卫,SH1706176582005030912,5000
国贸佘山原墅,松江,佘山,国贸佘山原墅,135,南,3室2厅3卫,SH1656266393122766848,4750
世纪新城,松江,松江新城,世纪新城,91,南,2室2厅1卫,SH1690970832299360256,5000
星辰园(公寓),松江,松江大学城,星辰园(公寓),92,南,3室1厅1卫,SH1697511489050509312,4800
愚园路588号,静安,静安寺,愚园路588号,26,北,1室0厅1卫,SH1613797618163384320,4900
新凯二期（北区）,松江,泗泾,新凯二期（北区）,90,南 北,3室2厅1卫,SH1684772179046039552,5000
罗阳一村,闵行,梅陇,罗阳一村,70,南,2室1厅1卫,SH1715991149816053760,5000
粤秀名邸,静安,大宁,粤秀名邸,65,南,2室2厅1卫,SH1691760003607691264,5000
张杨路370弄,浦东,陆家嘴,张杨路370弄,35,南,1室1厅1卫,SH1717907751666974720,5000
中信泰富又一城（二三期）,嘉定,嘉定新城,中信泰富又一城（二三期）,92,南,3室1厅1卫,SH1706883777386512384,5000
飞虹路1047弄,杨浦,周家嘴路,飞虹路1047弄,53,南,1室1厅1卫,SH1694231368050933760,4800
泉东小区,浦东,潍坊,泉东小区,33,南,1室1厅1卫,SH1709465165629489152,5000
小上海新城,浦东,周浦,小上海新城,62,南 北,1室1厅1卫,SH1716457372802613248,4800
六里二村,浦东,世博,六里二村,43,南,2室1厅1卫,SH1712834807123148800,4800
仁怡苑,浦东,康桥,仁怡苑,86,南,2室2厅2卫,SH1713927594820239360,4800
嘉怡水岸(公寓),闵行,吴泾,嘉怡水岸(公寓),92,南 北,2室1厅1卫,SH1711938604739067904,5000
杨鑫佳苑,宝山,杨行,杨鑫佳苑,120,南 北,3室2厅2卫,SH1697981917254647808,5000
明丰公寓,松江,松江新城,明丰公寓,122,南,3室2厅2卫,SH1714588219619672064,4800
开城新村,闵行,莘庄南广场,开城新村,64,南,2室2厅1卫,SH1716001137913495552,5000
紫薇二村,闵行,华漕,紫薇二村,80,南,2室2厅1卫,SH1688518470641123328,5000
汇丽苑,浦东,周浦,汇丽苑,92,南,2室2厅1卫,SH1692868426478911488,4900
金鹤新城双佳翠庭,嘉定,江桥,金鹤新城双佳翠庭,77,南,2室2厅1卫,SH1706582825098018816,5100
合生城邦四街坊,闵行,老闵行,合生城邦四街坊,90,南 北,2室1厅1卫,SH1708743921762304000,5100
绿地蔷薇九里(公寓),松江,松江大学城,绿地蔷薇九里(公寓),64,南,1室1厅1卫,SH1718619620048371712,4300
浦建小区,浦东,塘桥,浦建小区,39,南 北,1室1厅1卫,SH1716051335113080832,4460
金杨新村五街坊,浦东,金杨,金杨新村五街坊,48,南,1室1厅1卫,SH1716833037150322688,4300
梅园新村(浦东),浦东,梅园,梅园新村(浦东),30,南,1室1厅1卫,SH1717060645112774656,4500
瑞冬小区,长宁,北新泾,瑞冬小区,30,南,1室0厅1卫,SH1716788457654714368,4300
光华坊,静安,西藏北路,光华坊,35,南,1室1厅1卫,SH1717757136705945600,4300
德州四村,浦东,世博,德州四村,37,南,1室1厅1卫,SH1717867721758081024,4590
华业小区,静安,南京西路,华业小区,18,东南,1室0厅1卫,SH1718648978897108992,4300
欣顺小区,浦东,北蔡,欣顺小区,54,南 北,2室1厅1卫,SH1718889309680959488,4700
万里四季苑,普陀,万里,万里四季苑,62,南 北,1室1厅1卫,SH1703293571739680768,5000
新高苑(三期),浦东,高行,新高苑(三期),90,南,2室2厅1卫,SH1714986975020187648,5000
临沂三村,浦东,南码头,临沂三村,52,南,2室1厅1卫,SH1708099982646575104,5000
金桥新村一街坊,浦东,金桥,金桥新村一街坊,69,南,2室1厅1卫,SH1692413400631476224,4900
东建新村,浦东,潍坊,东建新村,28,南,1室1厅1卫,SH1679047233099530240,4980
曹杨六村(兰溪园),普陀,曹杨,曹杨六村(兰溪园),37,南,1室1厅1卫,SH1678603765164277760,4800
象屿品城,松江,九亭,象屿品城,82,南,2室2厅1卫,SH1719272752369631232,5000
许昌路1471弄,杨浦,鞍山,许昌路1471弄,47,南 北,1室1厅1卫,SH1713553730516811776,4900
万荣小区,静安,阳城,万荣小区,44,南,1室1厅1卫,SH1715631959620714496,5000
汇贤雅苑,浦东,航头,汇贤雅苑,83,南,2室2厅1卫,SH1708449461325266944,4800
兴浦新村,杨浦,中原,兴浦新村,64,南 北,2室1厅1卫,SH1691707182757707776,5000
东沟二村,浦东,高行,东沟二村,58,南,1室1厅1卫,SH1699698561265958912,5000
上大阳光乾和园,宝山,大场镇,上大阳光乾和园,84,南 北,2室1厅1卫,SH1704123772853813248,4800
陈家宅小区(浦东大道),浦东,金桥,陈家宅小区(浦东大道),60,南,2室1厅1卫,SH1689176696898453504,5000
万荣小区,静安,阳城,万荣小区,50,南 北,2室1厅1卫,SH1685483060025360384,5000
菊泉新城(陆翔路678弄),宝山,顾村,菊泉新城(陆翔路678弄),104,南,3室1厅1卫,SH1697921552089088000,5000
沁春园一村,闵行,莘庄南广场,沁春园一村,67,南,2室1厅1卫,SH1715585466880753664,5000
航华一村,闵行,航华,航华一村,60,南 北,2室1厅1卫,SH1663417300474134528,4800
妙境路715弄,浦东,川沙,妙境路715弄,80,东南,3室1厅1卫,SH1702659143808057344,4800
平和里,黄浦,人民广场,平和里,54,北,1室1厅1卫,SH1713486841379815424,5000
双辽支路70弄,杨浦,鞍山,双辽支路70弄,45,南 北,2室0厅1卫,SH1709865971981746176,4800
共富二村,宝山,共富,共富二村,79,南,3室1厅1卫,SH1700103641202950144,5000
双桥小区,浦东,高行,双桥小区,55,南,1室1厅1卫,SH1705847425576468480,5000
沧州路180弄,杨浦,黄兴公园,沧州路180弄,55,东 南,2室1厅1卫,SH1709494982630440960,5000
南秀雅苑,宝山,大华,南秀雅苑,60,南,2室1厅1卫,SH1713108203195072512,4900
沁春园一村,闵行,莘庄南广场,沁春园一村,64,南,2室1厅1卫,SH1715943117279985664,5000
君莲闵都雅苑,闵行,颛桥,君莲闵都雅苑,63,东南,2室1厅1卫,SH1714505128590966784,5000
海潮新村,黄浦,蓬莱公园,海潮新村,24,东,1室1厅1卫,SH1709159852351160320,5000
龙湖蔚澜香醍,嘉定,嘉定新城,龙湖蔚澜香醍,91,南 北,2室2厅1卫,SH1705977432747540480,5000
莘南花苑一村,闵行,莘庄南广场,莘南花苑一村,57,南,1室1厅1卫,SH1716756012125388800,5000
阳光威尼斯(三期),普陀,真光,阳光威尼斯(三期),62,南,1室1厅1卫,SH1714267927819059200,5000
市光三村,杨浦,中原,市光三村,47,南 北,2室0厅1卫,SH1712751723551916032,4800
金地格林世界(格林公馆),嘉定,南翔,金地格林世界(格林公馆),69,南,1室1厅1卫,SH1708126090960044032,5000
同盛公寓,嘉定,南翔,同盛公寓,84,南,2室1厅1卫,SH1709818533036163072,5000
姚西小区,静安,曹家渡,姚西小区,29,东南,1室1厅1卫,SH1710936789419556864,4800
联勤小区,浦东,北蔡,联勤小区,67,南,2室1厅1卫,SH1698699005178937344,5100
民星二村,杨浦,中原,民星二村,55,南,2室1厅1卫,SH1715924057758629888,5000
同济新村,杨浦,鞍山,同济新村,38,南,2室0厅1卫,SH1710129730293858304,4800
杜家宅小区,长宁,仙霞,杜家宅小区,34,南,1室1厅1卫,SH1704063213412286464,4900
泰晤士小镇(公寓),松江,松江新城,泰晤士小镇(公寓),103,南,1室1厅1卫,SH1713048449261240320,4800
绿地蔷薇九里(公寓),松江,松江大学城,绿地蔷薇九里(公寓),91,南,3室2厅1卫,SH1704358703831973888,5100
龙山新村,徐汇,万体馆,龙山新村,39,南,1室1厅1卫,SH1694571388133703680,5000
中兴路461弄,静安,西藏北路,中兴路461弄,32,东南,1室1厅1卫,SH1699339990439297024,5000
交暨小区,普陀,万里,交暨小区,41,南,1室1厅1卫,SH1711594567058325504,4800
新华路445弄,长宁,新华路,新华路445弄,41,南 西,1室1厅1卫,SH1709841719861706752,5000
潍坊六村,浦东,潍坊,潍坊六村,36,南 北,1室1厅1卫,SH1712309041104945152,4800
天原二村,长宁,天山,天原二村,26,南,1室0厅1卫,SH1713789420634636288,5000
鞍山四村第三小区,杨浦,鞍山,鞍山四村第三小区,47,南,2室1厅1卫,SH1719353616671703040,4700
和田小区,静安,西藏北路,和田小区,44,南,1室1厅1卫,SH1719614879473598464,4700
浦恒馨苑,闵行,浦江,浦恒馨苑,63,南,1室1厅1卫,SH1707659972386488320,4600
金港花园(公寓),松江,泗泾,金港花园(公寓),108,南 北,3室1厅2卫,SH1712020439724720128,4800
新天地荻泾花园,宝山,顾村,新天地荻泾花园,95,南,2室2厅1卫,SH1712777046884614144,5100
光华绿苑,徐汇,华泾,光华绿苑,64,南 北,2室1厅1卫,SH1706983917556334592,5000
大宁新村,静安,大宁,大宁新村,30,南,1室1厅1卫,SH1692386732227428352,5000
东一小区,浦东,金桥,东一小区,61,南,2室1厅1卫,SH1691440033849933824,5000
殷行一、二村,杨浦,中原,殷行一、二村,50,南 北,2室1厅1卫,SH1708060351595020288,4800
金杨新村十街坊,浦东,金杨,金杨新村十街坊,55,南,2室1厅1卫,SH1695706265730154496,5000
绿地香缇,松江,泗泾,绿地香缇,80,南,2室1厅1卫,SH1713108649318023168,5000
龙盛佳苑,静安,阳城,龙盛佳苑,47,南,1室1厅1卫,SH1679418139655274496,5100
招远小区,浦东,梅园,招远小区,40,南,2室0厅1卫,SH1706551407877816320,5000
樱花园(徐汇),徐汇,康健,樱花园(徐汇),43,南,1室1厅1卫,SH1708396294852050944,4800
绿地蔷薇九里(公寓),松江,松江大学城,绿地蔷薇九里(公寓),93,南 北,3室2厅1卫,SH1714512663444193280,5000
梅陇七村,徐汇,华东理工,梅陇七村,49,南,1室1厅1卫,SH1713871883524374528,4800
绿地璀璨天城,闵行,老闵行,绿地璀璨天城,97,南 北,3室1厅1卫,SH1707029227628396544,4800
三林世博家园(大道站路94弄),浦东,杨思前滩,三林世博家园(大道站路94弄),56,南,1室1厅1卫,SH1703665121349337088,5000
好日子大家园D区,宝山,顾村,好日子大家园D区,117,南 北,3室2厅2卫,SH1709921031948337152,5000
上实海上公元,嘉定,嘉定新城,上实海上公元,86,南,3室2厅1卫,SH1710663287814750208,5000
中华新路630号,静安,不夜城,中华新路630号,43,南,1室1厅1卫,SH1689848200971681792,5000
齐爱佳苑,浦东,唐镇,齐爱佳苑,49,南,1室1厅1卫,SH1703748768534364160,4800
潍坊十村,浦东,潍坊,潍坊十村,40,南,1室1厅1卫,SH1716018239592464384,5000
高境二村,宝山,高境,高境二村,56,南,1室1厅1卫,SH1704782756132683776,4800
南辉小区,长宁,中山公园,南辉小区,28,南 北,1室0厅1卫,SH1702646588083535872,4800
延吉五村,杨浦,黄兴公园,延吉五村,50,南 北,2室1厅1卫,SH1699003778188967936,5000
龙盛佳苑,静安,阳城,龙盛佳苑,46,南,1室1厅1卫,SH1707697001967124480,5000
西镇小区(浦东),浦东,洋泾,西镇小区(浦东),47,南 北,2室1厅1卫,SH1680096424068382720,4800
绿地香缇,松江,泗泾,绿地香缇,96,南,3室1厅1卫,SH1703045201435557888,5000
宝昌路620弄,静安,西藏北路,宝昌路620弄,36,南,1室1厅1卫,SH1698980709814763520,4900
公元2040,浦东,祝桥,公元2040,116,南,4室2厅2卫,SH1703656229525520384,4800
凯旋一村,徐汇,徐家汇,凯旋一村,37,南,1室1厅1卫,SH1711634699702501376,4900
龙盛佳苑,静安,阳城,龙盛佳苑,46,南,1室1厅1卫,SH1698331135806799872,5000
商业一村,虹口,鲁迅公园,商业一村,46,南,1室1厅1卫,SH1699263194041679872,5000
东昌新村,浦东,陆家嘴,东昌新村,32,南,1室1厅1卫,SH1692490606560935936,5000
象屿上海年华,松江,莘闵别墅,象屿上海年华,80,南 北,2室1厅1卫,SH1686725535318671360,5000
真北新村三街坊,普陀,真如,真北新村三街坊,43,南,3室0厅3卫,SH1701456933019451392,5000
上海香港花园,闵行,华漕,上海香港花园,76,南 北,3室2厅2卫,SH1706306797142278144,4800
新泾三村,长宁,北新泾,新泾三村,37,南,1室1厅1卫,SH1700875313707220992,4800
光华绿苑,徐汇,华泾,光华绿苑,79,南 北,2室1厅1卫,SH1693539479307943936,4800
富颐星成公馆,普陀,真光,富颐星成公馆,60,南,1室1厅1卫,SH1718964811296931840,5000
隆昌路641弄,杨浦,周家嘴路,隆昌路641弄,49,南,2室1厅1卫,SH1689950037594865664,4800
盛安家园,虹口,江湾镇,盛安家园,62,南,1室1厅1卫,SH1677962371760390144,5000
茸平苑,松江,松江新城,茸平苑,89,南,3室2厅2卫,SH1710515184608477184,4800
金桥新村一街坊,浦东,金桥,金桥新村一街坊,67,南,2室1厅1卫,SH1702898723643719680,5000
蒙西小区,黄浦,五里桥,蒙西小区,30,南,1室1厅1卫,SH1692135593431007232,5000
禹洲金桥国际,浦东,金桥,禹洲金桥国际,58,南,1室1厅1卫,SH1711666027823104000,5000
路劲悦茂府,嘉定,菊园新区,路劲悦茂府,85,南,2室2厅1卫,SH1645735617033666560,4800
中南君悦府,青浦,盈浦,中南君悦府,90,南,3室2厅2卫,SH1692742855568654336,4800
忠烈小区,虹口,江湾镇,忠烈小区,53,南,2室1厅1卫,SH1670759004445343744,4800
城林雅苑,浦东,三林,城林雅苑,66,南,3室1厅1卫,SH1692109476003315712,5000
独立时代,黄浦,蓬莱公园,独立时代,48,东南,1室1厅1卫,SH1717866028215566336,4800
张家浜小区,杨浦,周家嘴路,张家浜小区,38,南,1室1厅1卫,SH1655157156946640896,4800
古美一村,闵行,古美,古美一村,47,南,1室1厅1卫,SH1689604450420785152,5000
南码头路144弄,浦东,南码头,南码头路144弄,41,南,2室1厅1卫,SH1701209024168460288,5000
天山五村(旧),长宁,天山,天山五村(旧),28,南,2室1厅1卫,SH1582581612413976576,4800
远东一村,杨浦,黄兴公园,远东一村,62,南 北,2室1厅1卫,SH1647153538679177216,5000
佳木斯路185弄,杨浦,黄兴公园,佳木斯路185弄,40,南,1室1厅1卫,SH1680850709337079808,4800
七宝老街,闵行,七宝,七宝老街,42,南,1室1厅1卫,SH1708811346356731904,4800
罗阳三村,闵行,梅陇,罗阳三村,74,南,2室2厅1卫,SH1656577445316263936,5000
南新四村,浦东,北蔡,南新四村,54,南,2室1厅1卫,SH1709457248075382784,5000
锦绣小区,浦东,联洋,锦绣小区,48,南,1室1厅1卫,SH1716086860263981056,5000
海印又一城,浦东,康桥,海印又一城,87,南 北,2室1厅1卫,SH1698190812996698112,5000
卓越时代广场,宝山,共康,卓越时代广场,54,北,2室1厅1卫,SH1712369487124103168,5000
大上海国际花园酒店公寓,闵行,静安新城,大上海国际花园酒店公寓,56,南,1室1厅1卫,SH1679703091244433408,4900
金象大厦,虹口,四川北路,金象大厦,44,南,1室1厅1卫,SH1694684512610418688,5000
宝龙广场二期,青浦,赵巷,宝龙广场二期,59,南,2室1厅1卫,SH1712672170997448704,5000
祁连一村,宝山,上大,祁连一村,66,南,2室1厅1卫,SH1713792973616971776,5100
森晟世洋国际广场,长宁,西郊,森晟世洋国际广场,33,南,1室0厅1卫,SH1710632592497180672,4800
恒升半岛,虹口,北外滩,恒升半岛,39,西北,1室0厅1卫,SH1709907932948201472,5000
盛大天地青春里(一期),浦东,张江,盛大天地青春里(一期),45,北,1室1厅1卫,SH1711720038861373440,5000
展想悦廷,浦东,张江,展想悦廷,53,东,1室1厅1卫,SH1705215215538274304,4800
美丽园大酒店,静安,静安寺,美丽园大酒店,39,南,1室1厅1卫,SH1645410759645069312,5000
普铁新村,静安,不夜城,普铁新村,39,南,1室1厅1卫,SH1681623627331534848,4900
密云小区,杨浦,鞍山,密云小区,45,东南,1室1厅1卫,SH1712663373172178944,4900
泾东小区,浦东,洋泾,泾东小区,43,南,1室1厅1卫,SH1713468987372732416,4800
中铁北城时代,宝山,杨行,中铁北城时代,90,南,3室1厅1卫,SH1715376525362069504,4800
杨家桥小区(普陀),普陀,万里,杨家桥小区(普陀),47,南,1室1厅1卫,SH1715650858407952384,5000
心圆西苑,浦东,川沙,心圆西苑,108,南,3室2厅1卫,SH1695025389795016704,5100
馨良苑,宝山,高境,馨良苑,56,南,1室2厅1卫,SH1705531773774987264,4800
绿洲康城亲水湾(东区),浦东,御桥,绿洲康城亲水湾(东区),68,南,1室1厅1卫,SH1709051816164982784,5000
盛华景苑,徐汇,华泾,盛华景苑,61,南,1室1厅1卫,SH1691021068354977792,4900
合生城邦四街坊,闵行,老闵行,合生城邦四街坊,90,南 北,2室1厅1卫,SH1708743921762304000,5100
钦州公寓,徐汇,田林,钦州公寓,43,南,1室1厅1卫,SH1713446839967023104,5000
汇丽苑,浦东,周浦,汇丽苑,92,南,2室2厅1卫,SH1692868426478911488,4900
紫薇二村,闵行,华漕,紫薇二村,80,南,2室2厅1卫,SH1688518470641123328,5000
长桥四村,徐汇,长桥,长桥四村,35,南,1室1厅1卫,SH1705089562017005568,4800
共富四村,宝山,共富,共富四村,83,南 北,2室2厅1卫,SH1701825949047193600,4800
民心小区,长宁,中山公园,民心小区,26,北,1室1厅1卫,SH1705445649517903872,4800
新高苑(三期),浦东,高行,新高苑(三期),90,南,2室2厅1卫,SH1714986975020187648,5000
临沂三村,浦东,南码头,临沂三村,52,南,2室1厅1卫,SH1708099982646575104,5000
信达蓝尊,松江,松江大学城,信达蓝尊,77,南,2室2厅1卫,SH1709482844964782080,5000
朗庭上郡苑(公寓),松江,九亭,朗庭上郡苑(公寓),90,南 北,2室2厅1卫,SH1661317401708331008,5100
松花一村,杨浦,黄兴公园,松花一村,46,南,2室0厅1卫,SH1706652021257404416,5000
保利叶上海(二期),宝山,顾村,保利叶上海(二期),88,南,3室1厅1卫,SH1684029652638629888,4800
绿地海悦,静安,西藏北路,绿地海悦,42,西北,1室1厅1卫,SH1688508661275557888,4900
锦苑小区(虹口),虹口,凉城,锦苑小区(虹口),55,南,2室1厅1卫,SH1671717644476088320,4860
中骏御景台,青浦,朱家角,中骏御景台,150,南 北,3室2厅2卫,SH1674735791919595520,5000
中环大厦,普陀,武宁,中环大厦,47,南,1室1厅1卫,SH1696465031589265408,4800
淞南三村,宝山,淞南,淞南三村,59,南,2室1厅1卫,SH1711644426557718528,4800
世纪新城,松江,松江新城,世纪新城,82,南,2室2厅2卫,SH1685142416757096448,5000
上南七村,浦东,世博,上南七村,29,南,1室0厅1卫,SH1692118223819898880,4800
